-3.000000000000000000e+00,-1.411200016736984253e-01,4.469059812000000000e+09
-2.900000095367431641e+00,-2.392492443323135376e-01,4.469059812000000000e+09
-2.799999952316284180e+00,-3.349882066249847412e-01,4.469059812000000000e+09
-2.700000047683715820e+00,-4.273798465728759766e-01,4.469059812000000000e+09
-2.599999904632568359e+00,-5.155014395713806152e-01,4.469059812000000000e+09
-2.500000000000000000e+00,-5.984721183776855469e-01,4.469059812000000000e+09
-2.400000095367431641e+00,-6.754630804061889648e-01,4.469059812000000000e+09
-2.299999952316284180e+00,-7.457052469253540039e-01,4.469059812000000000e+09
-2.200000047683715820e+00,-8.084963560104370117e-01,4.469059812000000000e+09
-2.099999904632568359e+00,-8.632094264030456543e-01,4.469059812000000000e+09
-2.000000000000000000e+00,-9.092974066734313965e-01,4.469059812000000000e+09
-1.899999976158142090e+00,-9.463000893592834473e-01,4.469059812000000000e+09
-1.799999952316284180e+00,-9.738476276397705078e-01,4.469059812000000000e+09
-1.699999928474426270e+00,-9.916648268699645996e-01,4.469059812000000000e+09
-1.600000023841857910e+00,-9.995735883712768555e-01,4.469059812000000000e+09
-1.500000000000000000e+00,-9.974949955940246582e-01,4.469059812000000000e+09
-1.399999976158142090e+00,-9.854497313499450684e-01,4.469059812000000000e+09
-1.299999952316284180e+00,-9.635581970214843750e-01,4.469059812000000000e+09
-1.199999928474426270e+00,-9.320390820503234863e-01,4.469059812000000000e+09
-1.100000023841857910e+00,-8.912073969841003418e-01,4.469059812000000000e+09
-1.000000000000000000e+00,-8.414709568023681641e-01,4.469059812000000000e+09
-8.999998569488525391e-01,-7.833268046379089355e-01,4.469059812000000000e+09
-7.999999523162841797e-01,-7.173560857772827148e-01,4.469059812000000000e+09
-7.000000476837158203e-01,-6.442177295684814453e-01,4.469059812000000000e+09
-5.999999046325683594e-01,-5.646423697471618652e-01,4.469059812000000000e+09
-5.000000000000000000e-01,-4.794255495071411133e-01,4.469059812000000000e+09
-3.999998569488525391e-01,-3.894182145595550537e-01,4.469059812000000000e+09
-2.999999523162841797e-01,-2.955201566219329834e-01,4.469059812000000000e+09
-2.000000476837158203e-01,-1.986693739891052246e-01,4.469059812000000000e+09
-9.999990463256835938e-02,-9.983332455158233643e-02,4.469059812000000000e+09
0.000000000000000000e+00,0.000000000000000000e+00,4.469059812000000000e+09
1.000001430511474609e-01,9.983355551958084106e-02,4.469059812000000000e+09
2.000000476837158203e-01,1.986693739891052246e-01,4.469059812000000000e+09
2.999999523162841797e-01,2.955201566219329834e-01,4.469059812000000000e+09
4.000000953674316406e-01,3.894184231758117676e-01,4.469059812000000000e+09
5.000000000000000000e-01,4.794255495071411133e-01,4.469059812000000000e+09
6.000001430511474609e-01,5.646426081657409668e-01,4.469059812000000000e+09
7.000000476837158203e-01,6.442177295684814453e-01,4.469059812000000000e+09
7.999999523162841797e-01,7.173560857772827148e-01,4.469059812000000000e+09
9.000000953674316406e-01,7.833269834518432617e-01,4.469059812000000000e+09
1.000000000000000000e+00,8.414709568023681641e-01,4.469059812000000000e+09
1.099999904632568359e+00,8.912073373794555664e-01,4.469059812000000000e+09
1.200000286102294922e+00,9.320392012596130371e-01,4.469059812000000000e+09
1.300000190734863281e+00,9.635582566261291504e-01,4.469059812000000000e+09
1.400000095367431641e+00,9.854497313499450684e-01,4.469059812000000000e+09
1.500000000000000000e+00,9.974949955940246582e-01,4.469059812000000000e+09
1.599999904632568359e+00,9.995735883712768555e-01,4.469059812000000000e+09
1.700000286102294922e+00,9.916647672653198242e-01,4.469059812000000000e+09
1.800000190734863281e+00,9.738475680351257324e-01,4.469059812000000000e+09
1.900000095367431641e+00,9.463000893592834473e-01,4.469059812000000000e+09
2.000000000000000000e+00,9.092974066734313965e-01,4.469059812000000000e+09
2.099999904632568359e+00,8.632094264030456543e-01,4.469059812000000000e+09
2.200000286102294922e+00,8.084962368011474609e-01,4.469059812000000000e+09
2.300000190734863281e+00,7.457050681114196777e-01,4.469059812000000000e+09
2.400000095367431641e+00,6.754630804061889648e-01,4.469059812000000000e+09
2.500000000000000000e+00,5.984721183776855469e-01,4.469059812000000000e+09
2.599999904632568359e+00,5.155014395713806152e-01,4.469059812000000000e+09
2.700000286102294922e+00,4.273796379566192627e-01,4.469059812000000000e+09
2.800000190734863281e+00,3.349879682064056396e-01,4.469059812000000000e+09
2.900000095367431641e+00,2.392492443323135376e-01,4.469059812000000000e+09
3.000000000000000000e+00,1.411200016736984253e-01,4.469059812000000000e+09
